rule,precision,recall,support
Cross_border_physical_flows_FR_CH <= 2412.0 and Energy_positive_secondary > 23.79800033569336 and Price_gas_lag1 > 36.900001525878906 and renewable_energy_lag1 > 202.5 and aFRR p_lag1 <= 69.27253341674805,1.0,0.43333333333333335,198
Energy_positive_secondary <= 23.79800033569336 and Price_positive_secondary_lag1 > 219.04000091552734 and Energy_positive_secondary_lag1 > 0.21800000220537186 and CH_dayahead_price <= 166.5250015258789 and renewable_energy > 1100.5,1.0,0.075,96
Energy_positive_secondary <= 23.79800033569336 and Energy_positive_secondary > 14.726999759674072 and Price_positive_secondary_lag1 <= 211.05999755859375 and Price_positive_secondary_lag1 > 163.15499877929688 and renewable_energy <= 305.0,1.0,0.05,400
