rule,precision,recall,support
Energy_negative_secondary <= -0.007000000216066837 and Energy_negative_secondary > -4.200000047683716 and Price_negative_secondary_lag1 > 148.56999969482422 and renewable_energy_lag1 <= 238.5,1.0,0.25,400
Cross_border_physical_flows_FR_CH <= 4127.0 and Energy_negative_secondary <= -42.13549995422363 and Price_negative_secondary_lag1 <= 148.56999969482422 and Forecast_transfer_capacities_dayahead_CH_IT_lag1 <= 4523.0 and Exchange_CH_IT_lag1 <= 832.6365051269531,1.0,0.1875,20
Energy_positive_secondary <= 12.427000045776367 and Energy_negative_secondary > -42.13549995422363 and Exchange_FR_CH > 46.33150100708008 and Exchange_IT_CH > 0.4960000067949295 and Price_negative_secondary_lag1 <= 148.56999969482422 and CH_intraday_price_lag1 > 211.74500274658203,1.0,0.1375,40
