,Price_gas,Imbalance netting import,Imbalance netting export,Energy_positive_secondary,Energy_negative_secondary,Energy_positive_tertiary,Energy_negative_tertiary,CH_dayahead_price,CH_intraday_price,renewable_energy,Cross_border_physical_flows_IT_CH,Cross_border_physical_flows_CH_IT,Cross_border_physical_flows_FR_CH,Cross_border_physical_flows_CH_FR,Cross_border_physical_flows_AT_CH,Cross_border_physical_flows_CH_AT,Cross_border_physical_flows_DE_CH,Cross_border_physical_flows_CH_DE,Forecast_transfer_capacities_dayahead_IT_CH,Forecast_transfer_capacities_dayahead_CH_IT,Forecast_transfer_capacities_dayahead_FR_CH,Forecast_transfer_capacities_dayahead_CH_FR,Forecast_transfer_capacities_dayahead_DE_CH,Forecast_transfer_capacities_dayahead_CH_DE,Forecast_transfer_capacities_dayahead_AT_CH,Forecast_transfer_capacities_dayahead_CH_AT,aFRR p,aFRR n,mFRR p,mFRR n,FRCE p,FRCE n,RR p,RR n,Total System Imbalance,Exchange_CH_AT,Exchange_AT_CH,Exchange_CH_DE,Exchange_DE_CH,Exchange_CH_FR,Exchange_FR_CH,Exchange_CH_IT,Exchange_IT_CH,day_type,hour,weekday,Price_positive_secondary_lag_1,Price_positive_secondary_lag_24,Price_positive_secondary_lag_168,Price_positive_secondary_mean_24,Price_positive_secondary_std_24,Price_positive_secondary_max_24,Price_positive_secondary_mean_168,Price_positive_secondary_std_168,Price_positive_secondary_max_168
2023-07-02 22:00:00,-0.07071543,0.061675355,-0.013324313,-1.020211,-0.018074282,0.017377395,-0.0125501435,-0.005036529,-0.010825448,-0.02014148,0.0,-0.053710226,-0.056587778,-0.001012863,-0.005862765,-0.008093386,-0.035839107,-0.016567338,0.0,0.0055020954,0.0,0.0,-0.0073945806,0.0,-0.046343926,0.0,-0.009393564,0.010979087,-0.114699945,0.0,-0.022039214,-0.07712598,-0.003689908,0.0042466717,0.020265605,0.0,0.009421231,0.07462968,0.079116255,-0.041887566,-0.014031718,0.0,0.042422853,0.010543624,-0.01881196,-0.0025350798,-0.41872406,-0.01577604,0.00010110519,-0.024860647,-0.07644161,-0.82370377,-0.0063124294,0.46191984,0.010488793
2023-07-02 23:00:00,-0.07071543,0.21882045,-0.013324313,-1.002936,-0.018074282,0.017377395,-0.011336533,0.0032645715,-0.010825448,-0.017072331,0.0,-0.053710226,-0.056587778,-0.001012863,0.005595917,-0.008093386,-0.035839107,-0.016567338,0.0,0.004528692,0.0,0.0,-0.0073945806,0.0,-0.046343926,0.0,-0.017178979,0.010979087,-0.1185033,0.0,-0.022039214,-0.06570668,-0.003689908,0.0042466717,0.014209324,0.0,0.008420141,0.0794829,0.079116255,-0.041887566,-0.014031718,0.0,0.042422853,0.010543624,-0.01881196,-0.0025350798,-0.32162213,-0.046877056,0.0024542725,-0.024860647,-0.061115686,-0.84678006,-0.0063124294,0.46191984,0.010488793
2023-07-03 00:00:00,-0.088538595,-0.055644065,-0.011771075,-0.9673102,-0.02658457,0.02140817,-0.01739793,-0.022209452,0.0062543326,-0.0074418765,0.0,0.09735379,-0.001932798,-0.001012863,-0.013632454,-0.008093386,-0.0302952,-0.016567338,0.0,0.023628991,0.0,0.0,-0.020314172,0.0,-0.046343926,0.0,-0.018812355,0.012052553,-0.08469224,0.0,-0.022039214,-0.040427655,-0.003689908,0.0042466717,-0.005128894,0.0,0.008811081,-0.05333948,2.3450004e-05,-0.041887566,-0.006769715,0.0,-0.008570835,-0.0027094197,0.03132968,0.0023400064,-0.457308,-0.021483257,0.09494083,-0.024860647,-0.081673905,-0.65213776,-0.0066830516,0.49042413,0.0029097903
2023-07-03 01:00:00,-0.079590835,-0.048976194,-0.012009848,-0.8480886,-0.018074282,0.02140817,-0.020670403,-0.015677752,0.016883988,0.00020568632,0.0,0.06853337,-0.001932798,-0.001012863,-0.026484326,0.09135671,-0.030356279,-0.016567338,0.0,0.027911521,0.0,0.0,-0.0073945806,0.0,-0.046343926,0.0,-0.036393754,0.010923718,-0.15199143,0.0,-0.022039214,-0.07844808,-0.0023030224,0.0042466717,-0.013549123,0.0,0.009421231,0.06775944,0.006416461,0.026401805,0.01151069,0.0,0.043270737,-0.0027094197,0.009028599,0.0012192335,-0.49835545,-0.017054291,0.1049771,-0.024860647,-0.07644161,-0.9016995,-0.017239075,0.37539205,0.0053555937
2023-07-03 02:00:00,-0.079590835,0.051580183,-0.012009848,-0.92859125,-0.018074282,0.017377395,-0.018249385,-0.00753629,0.016883988,-0.010235863,0.0,-0.036645822,0.0014934391,-0.001012863,-0.024499338,0.09135671,-0.030356279,-0.016567338,0.0,0.017122883,0.0,0.0,-0.0073945806,0.0,-0.046343926,0.0,0.010540273,0.011253433,-0.14497538,0.0,-0.022039214,-0.07844808,-0.0023030224,0.0042466717,-0.013549123,0.0,0.009421231,0.08232425,0.006416461,0.026401805,0.01151069,0.0,0.03914297,-0.0027094197,0.009028599,0.0012192335,-0.4977762,-0.017054291,0.10739812,-0.024860647,-0.07644161,-0.79245967,-0.017239075,0.37219432,0.010488793
2023-07-03 03:00:00,-0.079590835,0.09610973,-0.012009848,-0.83375823,-0.018074282,0.017377395,-0.016455388,0.1470528,0.016883988,-0.010235863,0.0,-0.036645822,0.0014934391,-0.001012863,-0.026223015,0.09135671,-0.030356279,-0.016567338,0.0,0.017122883,0.0,0.0,-0.0073945806,0.0,-0.046343926,0.0,-0.036393754,0.011253433,-0.14873418,0.0,-0.022039214,-0.06673069,-0.0023030224,0.0042466717,-0.017247438,0.0,0.009421231,0.06775944,0.006416461,0.026401805,0.01151069,0.0,0.026253723,-0.0027094197,0.009028599,0.0012192335,-0.41828805,-0.017054291,0.06910728,-0.024860647,-0.07644161,-0.78550416,-0.017407823,0.38694596,0.0053555937
2023-07-03 04:00:00,-0.079590835,-0.12073517,-0.012009848,-0.8476548,-0.018074282,0.017377395,-0.018249385,-0.015677752,0.009925116,-0.010235863,0.0,-0.076646395,-0.0023234682,-0.001012863,-0.02814044,0.09135671,-0.028041009,-0.016567338,0.0,0.016290946,0.0,0.0,-0.0073945806,0.0,-0.046343926,0.0,-0.036393754,-0.062569514,-0.14210165,0.0,-0.022039214,-0.062154345,-0.0023030224,0.0042466717,-0.013549123,0.0,0.009421231,0.04798786,-0.0101548545,0.026401805,0.008520679,0.0,0.019202515,-0.0027094197,0.02484119,0.0012192335,-0.5376965,-0.017054291,0.10739812,-0.024860647,-0.075802155,-0.68184114,-0.017407823,0.38672963,0.0053555937
2023-07-03 05:00:00,-0.079590835,-0.07347988,-0.012009848,-0.839184,-0.018074282,0.017377395,-0.018249385,-0.015677752,0.012470429,-0.010235863,0.0,-0.0379161,-0.0023234682,-0.001012863,-0.028825268,0.09135671,-0.028041009,-0.016567338,0.0,0.01912421,0.0,0.0,-0.0073945806,0.0,-0.046343926,0.0,-0.036393754,0.050506763,-0.119240016,0.0,0.009732461,0.086578675,-0.0023030224,0.0042466717,-0.002279235,0.0,0.009421231,0.112977795,0.0057294066,0.026401805,0.01151069,0.0,0.019202515,-0.0027094197,0.02484119,0.0012192335,-0.5050659,-0.017054291,0.10862572,-0.024860647,-0.07599105,-0.7278198,-0.017407823,0.38432595,0.0053555937
2023-07-03 06:00:00,-0.07847421,0.06814837,-0.013324313,-0.4782332,0.015191401,0.017377395,0.06799329,-0.14079624,0.010402556,-0.010235863,0.0,-0.02674419,0.043535545,-0.001012863,-0.016096756,-0.008093386,-0.030356279,-0.016567338,0.0,0.017127382,0.0,0.0,-0.0073945806,0.0,-0.046343926,0.0,-0.03999749,-0.0704869,-0.14359644,0.0,0.026735667,-0.033895425,-0.003689908,0.009227258,-0.002279235,0.0,0.015765926,0.08381002,0.007878646,0.026401805,0.01151069,0.0,0.0145531725,-0.0027094197,0.009028599,0.0012192335,-0.5172155,-0.013369234,0.07318267,-0.024860647,-0.075802155,-1.0458746,-0.039127782,0.65361774,0.0053555937
2023-07-03 07:00:00,-0.031868342,0.06468804,-0.013324313,0.8464639,0.015191401,0.05693735,-0.0167779,-0.09949142,-0.015209093,0.039824232,0.0,-0.05366996,-0.056587778,-0.001012863,-0.016853021,-0.008093386,-0.0110757165,-0.016567338,0.0,0.011310035,0.0,0.0,-0.0073945806,0.0,-0.052047357,0.0,-0.18118998,-0.069684595,-0.07273725,0.0,0.026735667,0.19343439,-0.003689908,0.009227258,-0.01223743,0.0,0.015112216,0.039793037,0.009877483,0.020224208,0.01151069,0.0,0.032860976,-0.0015260119,-0.027789261,0.0012192335,-0.3987744,-0.017800938,0.386763,-0.08285764,-0.0912649,-1.0999215,-0.0348441,0.92257786,0.014216988
2023-07-03 08:00:00,0.19342738,0.045895092,-0.013324313,-0.35666198,0.015191401,0.016387917,-0.013130531,-0.11671956,-0.010825448,0.04540822,0.0,-0.062283352,-0.049193844,-0.001012863,-0.02724822,-0.008093386,-0.03458199,-0.016567338,0.0,0.015608383,0.0,0.0,-0.0073945806,0.0,-0.046343926,0.0,-0.017178979,0.010979087,-0.07229626,0.0,-0.060543053,-0.06430921,-0.003689908,0.009227258,0.017758181,0.0,0.020889625,-0.058988553,0.08553937,-0.14543663,-0.012978716,0.0,0.013002965,-0.0027094197,-0.00414877,0.0018297984,0.6601155,-0.014209953,0.4436,-0.08405362,-0.17371742,-0.8767238,-0.030737426,0.68846416,0.010488793
2023-07-03 09:00:00,0.15025494,-0.030939378,-0.013324313,-0.8465453,-0.018074282,0.017377395,-0.01860534,-0.015456231,0.0063326815,0.050671183,0.0,-0.052991815,-0.015321656,-0.001012863,-0.01675821,-0.008093386,-0.028041009,-0.016567338,0.0,0.025437592,0.0,0.0,-0.0073945806,0.0,-0.046343926,0.0,-0.00886674,0.09365863,0.13098738,0.0,0.009732461,0.0074354876,-0.003689908,0.0042466717,0.02380861,0.0,0.013934779,-0.13352886,0.008522236,-0.035644714,-0.018267225,0.0,0.029282568,-0.0014255312,-0.035516046,0.0018297984,0.36242464,-0.016039656,0.34819773,-0.014659775,-0.18727636,-0.85912985,0.008208664,0.528504,0.0021054554
2023-07-03 10:00:00,-0.07959992,-0.07547677,-0.013324313,-0.94966435,-0.018074282,0.017377395,-0.01860534,-7.422641e-05,0.0077490006,0.033747762,0.0,-0.08486455,-0.015321656,-0.001012863,-0.041962847,-0.008093386,-0.024521986,-0.016567338,0.0,0.012793618,0.0,0.0,-0.0073945806,0.0,-0.046343926,0.0,-0.023314286,-0.008814751,-0.10032548,0.0,-0.022039214,-0.046199143,-0.003689908,0.002693745,-0.012579666,0.0,-0.06202291,-0.09750972,-0.039345015,-0.035644714,-0.005265087,0.0,0.029810568,-0.0027094197,-0.028357832,0.0012192335,-0.43102878,-0.017927393,0.11009777,-0.024860647,-0.07344931,-0.71018076,-0.008406112,0.5271113,0.004382414
2023-07-03 11:00:00,-0.07071543,-0.09693478,-0.013324313,-0.9196345,-0.018074282,-0.031941965,-0.01860534,-7.422641e-05,0.0077490006,0.03227538,0.0,-0.07466173,-0.015321656,-0.001012863,-0.023964575,-0.008093386,-0.023161365,-0.016567338,0.0,0.012179391,0.0,0.0,-0.0073945806,0.0,-0.046343926,0.0,-0.023314286,-0.008814751,-0.09190853,0.0,-0.022039214,-0.046199143,-0.003689908,0.002693745,-0.012579666,0.0,-0.014006105,-0.09750972,-0.039345015,-0.020428684,-0.0023856855,0.0,0.023978654,-0.0027094197,-0.030136969,0.0012192335,-0.44171765,-0.017927393,0.072466105,-0.024860647,-0.089679755,-0.69409007,-0.008406112,0.51304126,0.004382414
2023-07-03 12:00:00,-0.08495782,0.20807105,-0.013324313,-0.10396755,0.0005211942,-0.031941965,-0.016811343,-0.026795872,0.00979663,0.03227538,0.0,-0.051317845,-0.049193844,-0.001012863,-0.05477987,-0.008093386,-0.029235682,-0.016567338,0.0,-0.000548047,0.0,0.0,-0.0073945806,0.0,-0.046343926,0.0,-0.023314286,0.005247133,-6.290153e-05,0.0,0.026735667,-0.007062294,-0.003689908,0.004589165,-0.011540394,0.0,-0.039112628,-0.023055311,-0.039345015,-0.035644714,-0.005265087,0.0,0.04421704,-0.0027094197,0.00086211413,0.0017234911,-0.38971722,-0.049350057,0.1585624,-0.08285764,-0.14651592,-0.9810497,-0.049366027,0.86380756,0.004382414
2023-07-03 13:00:00,0.15025494,-0.06341813,-0.013324313,-0.82591915,-0.018074282,0.016387917,-0.01860534,0.004293483,0.0053469473,0.039010726,0.0,-0.053668708,0.011925757,-0.001012863,-0.028601773,-0.008093386,-0.023161365,-0.016567338,0.0,0.020302491,0.0,0.0,-0.0073945806,0.0,-0.046343926,0.0,-0.00886674,0.09940703,0.13976896,0.0,-0.022039214,-0.021453649,-0.003689908,0.002693745,0.02380861,0.0,-0.008882407,-0.10864153,-0.04231668,-0.14543663,-0.012308089,0.0,0.034757726,-0.0014255312,-0.006223309,0.0030062427,0.6597386,-0.016039656,0.47880554,-0.014659775,-0.18940039,-0.7546769,-0.0028600113,0.5006975,0.0021054554
2023-07-03 14:00:00,-0.09920432,-0.12235735,-0.013324313,-0.94142425,-0.018074282,0.017377395,0.1359233,-0.0024597384,0.003279074,0.026264979,0.0,-0.08178924,0.011925757,-0.001012863,-0.025370248,-0.008093386,-0.01844767,-0.016567338,0.0,0.014207645,0.0,0.0,-0.0073945806,0.0,-0.046343926,0.0,-0.01422964,-0.038923133,-0.10949534,0.0,-0.022039214,-0.0412198,-0.003689908,0.002693745,-0.012579666,0.0,-0.06202291,-0.0757038,-0.039103936,0.022060152,0.0043352745,0.0,0.034086492,-0.0027094197,-0.02580742,0.0017234911,-0.5035552,-0.013102574,0.08517132,-0.024860647,-0.0731763,-0.7421072,-0.009074034,0.4457154,0.0029097903
2023-07-03 15:00:00,-0.09873676,-0.12146591,-0.013324313,-0.96020436,-0.018074282,0.017377395,0.1359233,-0.022209452,0.003279074,0.026264979,0.0,-0.08178924,0.011925757,-0.001012863,-0.025370248,-0.008093386,-0.023161365,-0.016567338,0.0,0.015367568,0.0,0.0,-0.0073945806,0.0,-0.046343926,0.0,-0.01422964,-0.038923133,-0.10949534,0.0,-0.022039214,-0.0412198,-0.003689908,0.0042466717,-0.012579666,0.0,0.01229594,-0.0757038,-0.039103936,0.022060152,0.0043352745,0.0,0.034086492,-0.0027094197,-0.02580742,0.0017234911,-0.54095924,-0.013102574,0.09201419,-0.024860647,-0.089406736,-0.7400244,-0.009074034,0.45527706,0.0029097903
2023-07-03 16:00:00,-0.07071543,-0.12507151,-0.013324313,-1.0194318,-0.018074282,0.017377395,-0.01860534,-0.019248875,0.0053469473,0.026264979,0.0,-0.08178924,0.011925757,-0.001012863,-0.022742486,-0.008093386,-0.023161365,-0.016567338,0.0,0.015367568,0.0,0.0,-0.0073945806,0.0,-0.046343926,0.0,-0.01422964,-0.038923133,-0.09555422,0.0,-0.022039214,-0.0412198,-0.003689908,0.0042466717,-0.012579666,0.0,0.01229594,-0.073334254,-0.041253176,0.022060152,0.0043352745,0.0,0.023978654,-0.0027094197,-0.02580742,0.0017234911,-0.52673143,-0.017927393,0.13858533,0.006392702,-0.089406736,-0.7379565,-0.008406112,0.54294443,0.0029097903
2023-07-03 17:00:00,-0.08365947,-0.08689742,-0.013324313,-0.9911775,-0.018074282,0.017377395,-0.033356413,0.007950755,0.024636598,0.02925269,0.0,-0.04305895,0.011925757,-0.001012863,-0.0241729,-0.008093386,-0.01844767,-0.016567338,0.0,0.015439927,0.0,0.0,-0.0073945806,0.0,-0.046343926,0.0,-0.01422964,0.08797158,-0.091906115,0.0,0.009732461,0.15203457,-0.003689908,0.002693745,-0.0013097748,0.0,-0.017282665,-0.12266407,-0.004884756,0.00975913,0.0055668005,0.0,0.026945628,-0.0027094197,-0.02580742,0.0017234911,-0.2635058,-0.041209824,0.059417024,0.006392702,-0.089572206,-0.6802558,-0.008847237,0.738252,0.0029097903
2023-07-03 18:00:00,-0.07071543,-0.11920777,-0.013324313,-0.5900444,-0.018074282,0.017377395,0.07650875,-0.13783568,-0.017424468,0.045898296,0.0,-0.0814116,-0.017583419,-0.001012863,-0.0012138516,-0.008093386,-0.04265344,-0.016567338,0.0,0.021583013,0.0,0.0,-0.0073945806,0.0,-0.046343926,0.0,-0.03541477,-0.0617672,-0.15861256,0.0,-0.060543053,-0.06266788,-0.003689908,0.009227258,0.0015398823,0.0,0.015765926,0.06543121,0.012026724,0.020224208,0.01151069,0.0,0.047115743,-0.0027094197,-0.02612006,0.0017234911,-0.53464764,-0.013047585,0.07530568,0.006392702,-0.076597035,-0.8803164,-0.03151481,0.62234366,0.0053555937
2023-07-03 19:00:00,-0.09071127,0.22014871,-0.010607441,-0.20300803,0.015191401,0.017377395,0.070141554,-0.10542983,0.01434008,0.02802497,0.0,-0.04827452,-0.056587778,-0.001012863,0.027458467,0.09135671,-0.035839107,-0.016567338,0.0,0.01080649,0.0,0.0,-0.0073945806,0.0,-0.046343926,0.0,0.010540273,0.017783754,-0.03382319,0.0,0.026735667,0.10535081,-0.0023030224,0.009227258,-0.019754862,0.0,0.014764837,0.14953078,-0.00046393176,-0.0144657735,-0.014031718,0.0,0.029471545,-0.0027094197,0.0065380195,0.0017234911,-0.31516096,-0.050548844,0.029318955,0.0282577,-0.07757209,-1.122539,-0.06891563,0.7012261,0.010488793
2023-07-03 20:00:00,-0.071173884,-0.12191657,-0.010607441,-0.61750615,-0.018074282,0.017377395,-0.014344141,0.08952185,-0.010825448,0.047237024,0.0,-0.07432375,-0.017583419,-0.001012863,-0.011951052,0.09135671,-0.04265344,-0.016567338,0.0,0.02571474,0.0,0.0,-0.0073945806,0.0,-0.046343926,0.0,0.010540273,-0.0010033036,-0.1222785,0.0,-0.060543053,-0.07844808,-0.0023030224,0.030959059,-0.013549123,0.0,0.057256747,0.1391631,0.085199334,-0.035325103,-0.014031718,0.0,0.032880142,-0.0027094197,-0.02612006,0.0017234911,-0.45944378,-0.015351042,0.045266185,0.006392702,-0.07644161,-0.8516953,-0.049356736,0.5975057,0.010488793
2023-07-03 21:00:00,-0.071173884,0.04194289,-0.0071022976,-1.1483752,-0.018074282,0.016431816,-0.007832588,0.05847322,-0.010601189,0.04561034,0.0,-0.037243143,-0.056587778,-0.000744537,-0.0047172992,0.09135671,-0.035839107,0.5588771,0.0,-0.007810343,0.0,0.0,-0.0073945806,0.0,-0.026088212,0.0,0.010540273,0.010979087,-0.1222785,0.0,-0.022039214,-0.07844808,-0.0023030224,0.008343209,0.016446488,0.0,0.028683554,0.1326081,0.085199334,-0.033004813,-0.014031718,0.0,0.0564243,-0.0027094197,-0.018352376,0.0017234911,-0.4278649,-0.015351042,0.04915315,0.006392702,-0.07644161,-0.8496174,-0.013260163,0.31198418,0.010488793
