,Price_gas,Imbalance netting import,Imbalance netting export,Energy_positive_secondary,Energy_negative_secondary,Energy_positive_tertiary,Energy_negative_tertiary,CH_dayahead_price,CH_intraday_price,renewable_energy,Cross_border_physical_flows_IT_CH,Cross_border_physical_flows_CH_IT,Cross_border_physical_flows_FR_CH,Cross_border_physical_flows_CH_FR,Cross_border_physical_flows_AT_CH,Cross_border_physical_flows_CH_AT,Cross_border_physical_flows_DE_CH,Cross_border_physical_flows_CH_DE,Forecast_transfer_capacities_dayahead_IT_CH,Forecast_transfer_capacities_dayahead_CH_IT,Forecast_transfer_capacities_dayahead_FR_CH,Forecast_transfer_capacities_dayahead_CH_FR,Forecast_transfer_capacities_dayahead_DE_CH,Forecast_transfer_capacities_dayahead_CH_DE,Forecast_transfer_capacities_dayahead_AT_CH,Forecast_transfer_capacities_dayahead_CH_AT,aFRR p ,aFRR n ,mFRR p ,mFRR n ,FRCE p ,FRCE n ,RR p ,RR n ,Total System Imbalance ,Exchange_CH_AT,Exchange_AT_CH,Exchange_CH_DE,Exchange_DE_CH,Exchange_CH_FR,Exchange_FR_CH,Exchange_CH_IT,Exchange_IT_CH
2023-07-02 12:00:00,-12.156551047284156,0.9460565301403403,6.772693867366761,-1.5218082065880298,0.3606088106520474,63.32139768537134,0.37548532080370933,-21.85961461495608,-6.348650166857988,-2.9626175009086726,-0.001089394986629486,-2.9008323330804706,0.024946570694446564,-1.5931475912127644,-0.09663262898102402,-0.45993415616452693,0.18557814087718724,-1.1564696530625225,-1.4181477987766267,-3.0339487633295357,0.19602075561881066,-0.1660386198759079,1.165816232394427,-0.004857612252235413,-1.4082324319332837,-0.17936272531747818,3.778746639303863,-0.44165852896869184,0.24054958559572698,-0.06401239836588501,-0.40711395014077423,0.3685776644572616,-0.7778459648787975,-0.009912749528884887,7.322417422495782,-0.025601857043802738,0.39526926008053126,-1.1348120423406363,0.428912950437516,0.2561304434016347,-1.4807924693450332,-1.2785429617762565,-2.196878278972581
2023-07-02 13:00:00,-3.4045110739953817,0.4860162153095007,-1.0689970019087196,-0.7931852759048342,0.4086898457072675,-61.64503468494863,0.5311915484070778,-9.101976295951754,-2.923214365693275,-0.835868729040958,-0.009000507593154907,0.3066723273321986,-0.04187884902581573,-0.6627072508167475,-0.32762938594445584,-0.31995434245094656,-0.08305867234244943,-1.035945441899821,0.07323368310928345,-0.7062761234119534,0.2556902505084872,-0.12934464156627656,0.3204630586411804,-0.01071952998638153,-1.1331241539120673,-0.048901301249861716,-0.035531443320214746,-0.2096749872714281,-0.014171794839203358,-0.07580682396888733,-0.12805672155693174,-0.277802945189178,-0.7557825283333659,-0.009912749528884887,0.20869590740650892,-0.2776493823248893,-0.11579133732244372,-0.3249921934120357,-0.9788122042454779,0.43773936573415995,-1.4079101872071624,-0.6499387667328119,-0.8096410615555942
2023-07-02 14:00:00,-11.961792710963637,-1.8850372146070002,-0.316019314173609,-0.7774878413975239,-0.2324850388802588,62.50653011834249,0.3345111670764163,-24.39157566886395,-6.378980074357242,-3.024018440321088,-0.001089394986629486,-0.33001738543622194,-0.46970525428652765,4.556359096691012,-0.4904164556786418,-0.4679621370509267,-0.41812722543254494,-0.4287326993793249,-1.7569537049531936,-2.918954105046578,0.2141590497083962,-0.14674258649349212,0.9322955421172082,-0.004941341578960419,-1.4641100940853358,-0.17936272531747818,-0.19864305928349496,1.0330607106536627,-0.043454834558069706,-0.06423863122239709,0.4552208875492215,-0.27823379188776015,-0.7649200859665871,-0.009912749528884887,2.668048094231635,-0.4668305713310838,0.08737550934776664,-1.2184404025971889,-1.5896226532571018,0.053264221884310244,-0.8419554610177875,-0.9769047732651234,-1.0970929793920368
2023-07-02 15:00:00,-9.740977399814874,0.8666017939150333,-0.5222258725762368,-1.8131456415727734,-0.008711107019335031,71.51920606106519,0.32065624576527624,-21.200529835317283,-7.285395175721496,-2.6826967529207466,-0.001089394986629486,3.092253395579755,-0.17664529502391815,-1.3450545628368855,-0.5641484708711505,-0.7604782816022635,-0.44796460870653393,-0.7376033680513501,-1.537714202105999,-3.1292745326273144,0.19465511025860904,-0.15901332169771196,1.0783295333199203,-0.003845195472240448,-1.360704383328557,-0.06417498465627432,0.017243524938821794,6.5936565803550184,-0.539621132351458,-0.06693673582747578,-0.9817101420834661,2.9864752765744926,-0.7462859824299812,-0.009912749528884887,2.0972663378715515,-0.5474235291779042,-0.3338265540637076,-1.4795871608331799,-1.1206513145007193,-0.015637580817565323,-0.7683877196907997,-1.5624736029468478,-3.379429444903508
2023-07-02 16:00:00,-3.7953641450591387,-0.4290557361021638,2.3577166616171596,-0.960894386228174,-0.2641246949043125,-60.949606139641254,0.5281388539262116,-6.377073463536799,-3.8576917978562415,-0.8342417826317251,-0.009000507593154907,-1.13662697551772,0.20041478734463453,-0.5667571794521064,-0.2475174971483648,-0.3595306069403887,-0.12909548200666904,-0.8894669235963374,-0.018169761784374714,-0.9513095542788506,0.2720333455875516,-0.12934464156627656,0.2536606848053634,-0.006682532429695129,-1.0872318641841412,-0.048901301249861716,-1.7165809034928678,0.06761431723833083,-0.0750408360734582,-0.12842459578067064,-0.7734889152273535,-0.18507030554115772,-0.7867322412878275,-0.009912749528884887,-1.8965268295165152,-0.2586953607853502,0.15277389978058636,-0.1599490240775049,-0.9712351837009191,0.3614882762916386,-0.8713612329959869,-0.6985812352225185,-0.9837204244546592
2023-07-02 17:00:00,-3.8078921720571817,-0.44243959967046975,3.2320341411978006,-1.5163235658593477,-0.11085015061311423,-63.54056532520801,0.4733528667874634,-4.968667628467083,-3.521808265503496,-0.8253263571485877,-0.009000507593154907,-2.4022257945872845,-0.12335306692868471,-0.3554139388911426,-0.02243723230436444,-0.3517662693932653,0.12710283080115914,-0.8569872089568525,-0.016592393405735494,-1.3921165268868207,0.2748858864605427,-0.12934464156627656,0.2775494891218841,-0.005835067927837372,-1.1013394524157047,-0.048901301249861716,-1.465278376750648,1.6099219194985925,-0.05697604706510902,-0.12842459578067064,-0.929632025603205,0.057979753874242305,-0.5655495301634074,-0.009912749528884887,-1.6775947332661598,-0.3762537370342761,-0.262789794197306,1.9621384635195136,-0.9864685061946511,0.7394807898811996,-1.1428901515156031,-0.7029591830773279,-0.8427091020857915
2023-07-02 18:00:00,-2.740625602286309,-0.3883779731206596,-0.07843163827434183,-1.5584928344376385,-0.13319201262667776,-63.523115295190365,-0.3819077008403838,-5.313356073237956,-1.6726199996843933,-1.0605655910074712,-0.009000507593154907,-1.8255437706783413,0.14894429041072726,-0.34064243619330226,-0.057067634649574754,-0.36885046668350696,-0.0035512441769242286,-0.9295040935929865,-0.06581164920702577,1.6861048089712858,0.292730199508369,-0.12934464156627656,0.29660044515505435,-0.006261809468269348,-1.100035732537508,-0.048901301249861716,-0.382086088322103,-0.17617179809138178,0.08753758231177926,0.10533664610236883,-1.0175990169681608,0.6104033075645566,-0.427283181026578,-0.004956374764442444,-1.5968352367449552,0.0086209924146533,0.15773737483657896,-0.2987006583996117,-1.1652612243406475,1.2965538687538356,-0.9506905024312436,0.0018816057918593287,-1.2378409252455458
2023-07-02 19:00:00,-2.214226239193231,-0.4174277685210109,2.3449567377567293,0.12789159873500466,-0.15367610735818743,-64.68623003529385,-0.41540719592943787,-5.379092835336923,0.33499193282797934,-0.6612836679071188,-0.009000507593154907,-0.6893002593703568,0.012907277829945087,-0.6759621493704617,-0.19908926898613571,-0.3118946573883295,0.023230896666646003,-0.9701355214696378,0.03782702311873436,1.6084068718552589,0.25958946261554955,-0.12934464156627656,0.3480476863309741,-0.006682532429695129,-1.1765502681955695,-0.048901301249861716,-1.7264038920775056,-0.33237733110785483,-0.1457419324479997,0.09344303600490093,-0.4848419357091188,-0.024846854135394097,-0.4489327916875482,-0.009912749528884887,-1.8958352454844862,-0.2994360522739589,0.5508280937466771,-0.09462613189592957,-1.0926980066113174,0.3394073892943561,-0.6647128589078783,-0.6315283503942192,-1.0449385156948119
2023-07-02 20:00:00,-2.4369637154601516,-0.5657418652251363,-0.15581215016543865,0.16739488760009408,-0.04638936726376414,-65.71885508740321,-0.41858344854786994,-4.221103899739683,-2.6037392741441727,-0.6743019823078066,-0.009000507593154907,-0.8392772169597447,0.12179538495838642,-0.6537875296361745,-0.224022326041013,-0.30872449666261675,-0.07746431766077876,-0.8949038598872722,-0.23533004000782967,0.819764813259244,0.2579991860315204,-0.12162340372800827,0.3201728791370988,-0.006334351897239685,-1.1384155772533269,-0.025523215159773828,-0.2760076592490077,-0.2796791444718838,-0.16320052450522782,0.13867808133363724,-0.18352518294006587,-0.028035220578312873,-0.4526740400493145,-0.004956374764442444,-1.190611277045682,-0.2537053119949996,0.05298144546337426,-0.10808213276788592,-1.0764938503317536,0.5788964242115617,-0.6457718082144857,-0.4599831715039909,-1.0941578896995634
2023-07-02 21:00:00,-2.8429724897444246,0.4370684530586004,-0.5084624175541103,0.23189815385267137,0.016058615669608117,-66.70310106666759,-0.6398170900531113,-5.155318157076835,-3.728784720338881,-0.49915574786253275,-0.009000507593154907,-0.4126242416445166,0.004171003103256226,-1.0319437992479652,0.3353077756799758,-0.3118413099646568,0.059307289756834504,0.24233085641637445,0.15398967580869793,0.8497981559857726,0.24621605310589076,-0.12162340372800827,0.3217610463500023,-0.012048222720623017,-1.1235775072872638,-0.025523215159773828,0.9424880905449391,-0.2149808664433658,-0.028912313915789127,0.1316939673386514,0.5009097546711564,-0.05132545847445726,-0.7218762499839068,-0.009912749528884887,-0.7771330765448511,-0.11971712435595691,-0.17846063860692085,1.0075154468603431,0.9587121444847435,-0.7836960882972925,-0.6524317719228566,-0.9944644870609045,-0.8536925942450762
