,mean_abs_shap
Price_gas,0.0020571912
Imbalance netting import,0.0
Imbalance netting export,0.0
Energy_positive_secondary,0.0
Energy_negative_secondary,0.0
Energy_positive_tertiary,0.1708559
Energy_negative_tertiary,0.6178325
CH_dayahead_price,0.011083609
CH_intraday_price,0.027987165
renewable_energy,0.00812875
Cross_border_physical_flows_IT_CH,0.0
Cross_border_physical_flows_CH_IT,0.0
Cross_border_physical_flows_FR_CH,0.0
Cross_border_physical_flows_CH_FR,0.0
Cross_border_physical_flows_AT_CH,0.0
Cross_border_physical_flows_CH_AT,0.0
Cross_border_physical_flows_DE_CH,0.051868018
Cross_border_physical_flows_CH_DE,0.0
Forecast_transfer_capacities_dayahead_IT_CH,0.0
Forecast_transfer_capacities_dayahead_CH_IT,0.023035292
Forecast_transfer_capacities_dayahead_FR_CH,0.0
Forecast_transfer_capacities_dayahead_CH_FR,0.0
Forecast_transfer_capacities_dayahead_DE_CH,0.0061522764
Forecast_transfer_capacities_dayahead_CH_DE,0.0
Forecast_transfer_capacities_dayahead_AT_CH,0.0
Forecast_transfer_capacities_dayahead_CH_AT,0.0
aFRR p,0.0
aFRR n,0.020357575
mFRR p,0.0
mFRR n,0.0
FRCE p,0.010114349
FRCE n,0.0
RR p,0.0
RR n,0.0
Total System Imbalance,0.0
Exchange_CH_AT,0.0
Exchange_AT_CH,0.01134208
Exchange_CH_DE,0.0
Exchange_DE_CH,0.0
Exchange_CH_FR,0.0013109104
Exchange_FR_CH,0.0
Exchange_CH_IT,0.003880641
Exchange_IT_CH,0.0
day_type,0.0
Price_positive_secondary_lag1,0.019263234
Price_negative_secondary_lag1,0.06358238
Price_positive_tertiary_lag1,0.0
Price_negative_tertiary_lag1,0.07669084
Price_gas_lag1,0.0
Imbalance netting import_lag1,0.0
Imbalance netting export_lag1,0.0
Energy_positive_secondary_lag1,0.052760188
Energy_negative_secondary_lag1,0.0
Energy_positive_tertiary_lag1,0.0
Energy_negative_tertiary_lag1,0.0
CH_dayahead_price_lag1,0.087617956
CH_intraday_price_lag1,0.12028133
renewable_energy_lag1,0.0042846454
Cross_border_physical_flows_IT_CH_lag1,0.0
Cross_border_physical_flows_CH_IT_lag1,0.0
Cross_border_physical_flows_FR_CH_lag1,0.0
Cross_border_physical_flows_CH_FR_lag1,0.0
Cross_border_physical_flows_AT_CH_lag1,0.0041567613
Cross_border_physical_flows_CH_AT_lag1,0.0
Cross_border_physical_flows_DE_CH_lag1,0.0
Cross_border_physical_flows_CH_DE_lag1,0.0
Forecast_transfer_capacities_dayahead_IT_CH_lag1,0.0
Forecast_transfer_capacities_dayahead_CH_IT_lag1,0.0
Forecast_transfer_capacities_dayahead_FR_CH_lag1,0.20209472
Forecast_transfer_capacities_dayahead_CH_FR_lag1,0.0
Forecast_transfer_capacities_dayahead_DE_CH_lag1,0.0
Forecast_transfer_capacities_dayahead_CH_DE_lag1,0.0
Forecast_transfer_capacities_dayahead_AT_CH_lag1,0.0
Forecast_transfer_capacities_dayahead_CH_AT_lag1,0.0
aFRR p_lag1,0.0
aFRR n_lag1,0.0039632707
mFRR p_lag1,0.0
mFRR n_lag1,0.0131012695
FRCE p_lag1,0.0
FRCE n_lag1,0.0
RR p_lag1,0.0
RR n_lag1,0.0
Total System Imbalance_lag1,0.0
Exchange_CH_AT_lag1,0.0
Exchange_AT_CH_lag1,0.0
Exchange_CH_DE_lag1,0.0
Exchange_DE_CH_lag1,0.007242127
Exchange_CH_FR_lag1,0.022730416
Exchange_FR_CH_lag1,0.0
Exchange_CH_IT_lag1,0.03358095
Exchange_IT_CH_lag1,0.054355882
day_type_lag1,0.0
