,mean_abs_shap
Price_gas,0.008879299
Imbalance netting import,0.009663366
Imbalance netting export,0.022442212
Energy_positive_secondary,1.0517105
Energy_negative_secondary,0.0
Energy_positive_tertiary,0.013664834
Energy_negative_tertiary,0.0
CH_dayahead_price,0.04807885
CH_intraday_price,0.18902361
renewable_energy,0.0
Cross_border_physical_flows_IT_CH,0.0
Cross_border_physical_flows_CH_IT,0.05418077
Cross_border_physical_flows_FR_CH,0.011448644
Cross_border_physical_flows_CH_FR,0.06199644
Cross_border_physical_flows_AT_CH,0.0
Cross_border_physical_flows_CH_AT,0.04579071
Cross_border_physical_flows_DE_CH,0.0
Cross_border_physical_flows_CH_DE,0.0045915893
Forecast_transfer_capacities_dayahead_IT_CH,0.0
Forecast_transfer_capacities_dayahead_CH_IT,0.0441719
Forecast_transfer_capacities_dayahead_FR_CH,0.0
Forecast_transfer_capacities_dayahead_CH_FR,0.0
Forecast_transfer_capacities_dayahead_DE_CH,0.0
Forecast_transfer_capacities_dayahead_CH_DE,0.0
Forecast_transfer_capacities_dayahead_AT_CH,0.0
Forecast_transfer_capacities_dayahead_CH_AT,0.0
aFRR p,0.0076753795
aFRR n,0.0
mFRR p,0.0
mFRR n,0.0
FRCE p,0.0
FRCE n,0.0
RR p,0.0
RR n,0.0072696465
Total System Imbalance,0.03306474
Exchange_CH_AT,0.0
Exchange_AT_CH,0.0
Exchange_CH_DE,0.0
Exchange_DE_CH,0.006957683
Exchange_CH_FR,0.02966216
Exchange_FR_CH,0.018665519
Exchange_CH_IT,0.0
Exchange_IT_CH,0.02682297
day_type,0.062364124
Price_positive_secondary_lag1,0.3814101
Price_negative_secondary_lag1,0.0060995016
Price_positive_tertiary_lag1,0.051314514
Price_negative_tertiary_lag1,0.0
Price_gas_lag1,0.0
Imbalance netting import_lag1,0.0
Imbalance netting export_lag1,0.0
Energy_positive_secondary_lag1,0.02997114
Energy_negative_secondary_lag1,0.05259382
Energy_positive_tertiary_lag1,0.0
Energy_negative_tertiary_lag1,0.0
CH_dayahead_price_lag1,0.03223076
CH_intraday_price_lag1,0.014688099
renewable_energy_lag1,0.0
Cross_border_physical_flows_IT_CH_lag1,0.0
Cross_border_physical_flows_CH_IT_lag1,0.015456275
Cross_border_physical_flows_FR_CH_lag1,0.0
Cross_border_physical_flows_CH_FR_lag1,0.0
Cross_border_physical_flows_AT_CH_lag1,0.0
Cross_border_physical_flows_CH_AT_lag1,0.034838878
Cross_border_physical_flows_DE_CH_lag1,0.0
Cross_border_physical_flows_CH_DE_lag1,0.0041287574
Forecast_transfer_capacities_dayahead_IT_CH_lag1,0.0
Forecast_transfer_capacities_dayahead_CH_IT_lag1,0.031961847
Forecast_transfer_capacities_dayahead_FR_CH_lag1,0.0
Forecast_transfer_capacities_dayahead_CH_FR_lag1,0.0
Forecast_transfer_capacities_dayahead_DE_CH_lag1,0.0
Forecast_transfer_capacities_dayahead_CH_DE_lag1,0.0
Forecast_transfer_capacities_dayahead_AT_CH_lag1,0.0
Forecast_transfer_capacities_dayahead_CH_AT_lag1,0.0
aFRR p_lag1,0.0
aFRR n_lag1,0.0
mFRR p_lag1,0.03800698
mFRR n_lag1,0.0
FRCE p_lag1,0.0
FRCE n_lag1,0.012336795
RR p_lag1,0.0
RR n_lag1,0.008226175
Total System Imbalance_lag1,0.0
Exchange_CH_AT_lag1,0.0
Exchange_AT_CH_lag1,0.0
Exchange_CH_DE_lag1,0.02270157
Exchange_DE_CH_lag1,0.027250495
Exchange_CH_FR_lag1,0.0
Exchange_FR_CH_lag1,0.0
Exchange_CH_IT_lag1,0.01171221
Exchange_IT_CH_lag1,0.0
day_type_lag1,0.0
