,mean_abs_shap
Price_gas,0.0
Imbalance netting import,0.0
Imbalance netting export,0.03595218
Energy_positive_secondary,0.01927249
Energy_negative_secondary,0.47221366
Energy_positive_tertiary,0.0
Energy_negative_tertiary,0.0
CH_dayahead_price,0.0
CH_intraday_price,0.65822804
renewable_energy,0.009507882
Cross_border_physical_flows_IT_CH,0.0
Cross_border_physical_flows_CH_IT,0.008200248
Cross_border_physical_flows_FR_CH,0.0
Cross_border_physical_flows_CH_FR,0.0
Cross_border_physical_flows_AT_CH,0.029369757
Cross_border_physical_flows_CH_AT,0.0
Cross_border_physical_flows_DE_CH,0.0
Cross_border_physical_flows_CH_DE,0.012862871
Forecast_transfer_capacities_dayahead_IT_CH,0.0
Forecast_transfer_capacities_dayahead_CH_IT,0.009645877
Forecast_transfer_capacities_dayahead_FR_CH,0.0
Forecast_transfer_capacities_dayahead_CH_FR,0.0
Forecast_transfer_capacities_dayahead_DE_CH,0.0
Forecast_transfer_capacities_dayahead_CH_DE,0.0
Forecast_transfer_capacities_dayahead_AT_CH,0.0
Forecast_transfer_capacities_dayahead_CH_AT,0.0
aFRR p,0.0
aFRR n,0.053616088
mFRR p,0.0
mFRR n,0.0
FRCE p,0.15550733
FRCE n,0.0
RR p,0.0
RR n,0.0
Total System Imbalance,0.005118166
Exchange_CH_AT,0.0
Exchange_AT_CH,0.0
Exchange_CH_DE,0.0
Exchange_DE_CH,0.03137788
Exchange_CH_FR,0.020992145
Exchange_FR_CH,0.012547319
Exchange_CH_IT,0.012584015
Exchange_IT_CH,0.015595778
day_type,0.0
Price_positive_secondary_lag1,0.0
Price_negative_secondary_lag1,0.24972486
Price_positive_tertiary_lag1,0.0
Price_negative_tertiary_lag1,0.012297968
Price_gas_lag1,0.066202894
Imbalance netting import_lag1,0.0
Imbalance netting export_lag1,0.02628621
Energy_positive_secondary_lag1,0.0
Energy_negative_secondary_lag1,0.03153907
Energy_positive_tertiary_lag1,0.0
Energy_negative_tertiary_lag1,0.0
CH_dayahead_price_lag1,0.0
CH_intraday_price_lag1,0.090912476
renewable_energy_lag1,0.04215102
Cross_border_physical_flows_IT_CH_lag1,0.0
Cross_border_physical_flows_CH_IT_lag1,0.0
Cross_border_physical_flows_FR_CH_lag1,0.008296153
Cross_border_physical_flows_CH_FR_lag1,0.0
Cross_border_physical_flows_AT_CH_lag1,0.0
Cross_border_physical_flows_CH_AT_lag1,0.0
Cross_border_physical_flows_DE_CH_lag1,0.0
Cross_border_physical_flows_CH_DE_lag1,0.0
Forecast_transfer_capacities_dayahead_IT_CH_lag1,0.0
Forecast_transfer_capacities_dayahead_CH_IT_lag1,0.011028064
Forecast_transfer_capacities_dayahead_FR_CH_lag1,0.0
Forecast_transfer_capacities_dayahead_CH_FR_lag1,0.0
Forecast_transfer_capacities_dayahead_DE_CH_lag1,0.0072390083
Forecast_transfer_capacities_dayahead_CH_DE_lag1,0.0
Forecast_transfer_capacities_dayahead_AT_CH_lag1,0.0
Forecast_transfer_capacities_dayahead_CH_AT_lag1,0.0
aFRR p_lag1,0.012909252
aFRR n_lag1,0.0009472973
mFRR p_lag1,0.0
mFRR n_lag1,0.0
FRCE p_lag1,0.029788533
FRCE n_lag1,0.008017046
RR p_lag1,0.0
RR n_lag1,0.0
Total System Imbalance_lag1,0.011309669
Exchange_CH_AT_lag1,0.0
Exchange_AT_CH_lag1,0.0
Exchange_CH_DE_lag1,0.0
Exchange_DE_CH_lag1,0.009696
Exchange_CH_FR_lag1,0.02815447
Exchange_FR_CH_lag1,0.009938214
Exchange_CH_IT_lag1,0.0
Exchange_IT_CH_lag1,0.0085538225
day_type_lag1,0.0
