,mean_abs_shap
Price_gas,0.050204784
Imbalance netting import,0.0
Imbalance netting export,0.0
Energy_positive_secondary,0.008664918
Energy_negative_secondary,0.0
Energy_positive_tertiary,0.45627153
Energy_negative_tertiary,0.0
CH_dayahead_price,0.0
CH_intraday_price,0.010478184
renewable_energy,0.003289167
Cross_border_physical_flows_IT_CH,0.0
Cross_border_physical_flows_CH_IT,0.004539707
Cross_border_physical_flows_FR_CH,0.0
Cross_border_physical_flows_CH_FR,0.0
Cross_border_physical_flows_AT_CH,0.023407388
Cross_border_physical_flows_CH_AT,0.0
Cross_border_physical_flows_DE_CH,0.0
Cross_border_physical_flows_CH_DE,0.0
Forecast_transfer_capacities_dayahead_IT_CH,0.0
Forecast_transfer_capacities_dayahead_CH_IT,0.006710077
Forecast_transfer_capacities_dayahead_FR_CH,0.0
Forecast_transfer_capacities_dayahead_CH_FR,0.0
Forecast_transfer_capacities_dayahead_DE_CH,0.0
Forecast_transfer_capacities_dayahead_CH_DE,0.0
Forecast_transfer_capacities_dayahead_AT_CH,0.0
Forecast_transfer_capacities_dayahead_CH_AT,0.0
aFRR p,0.023634883
aFRR n,0.010975072
mFRR p,0.0
mFRR n,0.0
FRCE p,0.0
FRCE n,0.0
RR p,0.0
RR n,0.0
Total System Imbalance,0.0049374574
Exchange_CH_AT,0.019517018
Exchange_AT_CH,0.0
Exchange_CH_DE,0.0
Exchange_DE_CH,0.0
Exchange_CH_FR,0.0
Exchange_FR_CH,0.0
Exchange_CH_IT,0.0
Exchange_IT_CH,0.0
day_type,0.0
Price_positive_secondary_lag1,0.043232705
Price_negative_secondary_lag1,0.0
Price_positive_tertiary_lag1,0.05961686
Price_negative_tertiary_lag1,0.0051981667
Price_gas_lag1,0.0
Imbalance netting import_lag1,0.0017869307
Imbalance netting export_lag1,0.0
Energy_positive_secondary_lag1,0.0
Energy_negative_secondary_lag1,0.0
Energy_positive_tertiary_lag1,0.008831004
Energy_negative_tertiary_lag1,0.0
CH_dayahead_price_lag1,0.010473489
CH_intraday_price_lag1,0.12823533
renewable_energy_lag1,0.0
Cross_border_physical_flows_IT_CH_lag1,0.0
Cross_border_physical_flows_CH_IT_lag1,0.0
Cross_border_physical_flows_FR_CH_lag1,0.0
Cross_border_physical_flows_CH_FR_lag1,0.0
Cross_border_physical_flows_AT_CH_lag1,0.0
Cross_border_physical_flows_CH_AT_lag1,0.0
Cross_border_physical_flows_DE_CH_lag1,0.0
Cross_border_physical_flows_CH_DE_lag1,0.0
Forecast_transfer_capacities_dayahead_IT_CH_lag1,0.0
Forecast_transfer_capacities_dayahead_CH_IT_lag1,0.009696387
Forecast_transfer_capacities_dayahead_FR_CH_lag1,0.0
Forecast_transfer_capacities_dayahead_CH_FR_lag1,0.0
Forecast_transfer_capacities_dayahead_DE_CH_lag1,0.0
Forecast_transfer_capacities_dayahead_CH_DE_lag1,0.0
Forecast_transfer_capacities_dayahead_AT_CH_lag1,0.0
Forecast_transfer_capacities_dayahead_CH_AT_lag1,0.0
aFRR p_lag1,0.0
aFRR n_lag1,0.012599257
mFRR p_lag1,0.0
mFRR n_lag1,0.0
FRCE p_lag1,0.0065997774
FRCE n_lag1,0.0
RR p_lag1,0.0
RR n_lag1,0.0
Total System Imbalance_lag1,0.007900227
Exchange_CH_AT_lag1,0.0
Exchange_AT_CH_lag1,0.02390038
Exchange_CH_DE_lag1,0.0
Exchange_DE_CH_lag1,0.039770633
Exchange_CH_FR_lag1,0.0054793926
Exchange_FR_CH_lag1,0.0
Exchange_CH_IT_lag1,0.0
Exchange_IT_CH_lag1,0.0
day_type_lag1,0.0
