,mean_abs_shap
Price_gas,0.029839283
Imbalance netting import,0.002838642
Imbalance netting export,0.014467678
Energy_positive_secondary,0.0
Energy_negative_secondary,0.71390915
Energy_positive_tertiary,0.011368224
Energy_negative_tertiary,0.04420454
CH_dayahead_price,0.21659297
CH_intraday_price,0.12384786
renewable_energy,0.06044821
Cross_border_physical_flows_IT_CH,0.0
Cross_border_physical_flows_CH_IT,0.008098228
Cross_border_physical_flows_FR_CH,0.032507926
Cross_border_physical_flows_CH_FR,0.0
Cross_border_physical_flows_AT_CH,0.04331825
Cross_border_physical_flows_CH_AT,0.0
Cross_border_physical_flows_DE_CH,0.048400544
Cross_border_physical_flows_CH_DE,0.0
Forecast_transfer_capacities_dayahead_IT_CH,0.0
Forecast_transfer_capacities_dayahead_CH_IT,0.027086351
Forecast_transfer_capacities_dayahead_FR_CH,0.09017663
Forecast_transfer_capacities_dayahead_CH_FR,0.0
Forecast_transfer_capacities_dayahead_DE_CH,0.0
Forecast_transfer_capacities_dayahead_CH_DE,0.0
Forecast_transfer_capacities_dayahead_AT_CH,0.0
Forecast_transfer_capacities_dayahead_CH_AT,0.014359382
aFRR p,0.0
aFRR n,0.010332755
mFRR p,0.0
mFRR n,0.0
FRCE p,0.06661979
FRCE n,0.0
RR p,0.0
RR n,0.0
Total System Imbalance,0.019821618
Exchange_CH_AT,0.09851371
Exchange_AT_CH,0.015637984
Exchange_CH_DE,0.047841363
Exchange_DE_CH,0.12828712
Exchange_CH_FR,0.030734118
Exchange_FR_CH,0.047323957
Exchange_CH_IT,0.012860064
Exchange_IT_CH,0.028483251
day_type,0.0
Price_positive_secondary_lag1,0.0
Price_negative_secondary_lag1,0.4716866
Price_positive_tertiary_lag1,0.0
Price_negative_tertiary_lag1,0.0
Price_gas_lag1,0.31873766
Imbalance netting import_lag1,0.006884288
Imbalance netting export_lag1,0.0076399
Energy_positive_secondary_lag1,0.005868245
Energy_negative_secondary_lag1,0.027037993
Energy_positive_tertiary_lag1,0.0
Energy_negative_tertiary_lag1,0.0
CH_dayahead_price_lag1,0.056306094
CH_intraday_price_lag1,0.0017558075
renewable_energy_lag1,0.07827145
Cross_border_physical_flows_IT_CH_lag1,0.0
Cross_border_physical_flows_CH_IT_lag1,0.049708135
Cross_border_physical_flows_FR_CH_lag1,0.012261729
Cross_border_physical_flows_CH_FR_lag1,0.0
Cross_border_physical_flows_AT_CH_lag1,0.0129060205
Cross_border_physical_flows_CH_AT_lag1,0.033533797
Cross_border_physical_flows_DE_CH_lag1,0.0053058127
Cross_border_physical_flows_CH_DE_lag1,0.0
Forecast_transfer_capacities_dayahead_IT_CH_lag1,0.0
Forecast_transfer_capacities_dayahead_CH_IT_lag1,0.023051504
Forecast_transfer_capacities_dayahead_FR_CH_lag1,0.0
Forecast_transfer_capacities_dayahead_CH_FR_lag1,0.0
Forecast_transfer_capacities_dayahead_DE_CH_lag1,0.023226216
Forecast_transfer_capacities_dayahead_CH_DE_lag1,0.01636542
Forecast_transfer_capacities_dayahead_AT_CH_lag1,0.12821922
Forecast_transfer_capacities_dayahead_CH_AT_lag1,0.033605225
aFRR p_lag1,0.025671903
aFRR n_lag1,0.009917827
mFRR p_lag1,0.0
mFRR n_lag1,0.0019954115
FRCE p_lag1,0.004918841
FRCE n_lag1,0.008845238
RR p_lag1,0.0
RR n_lag1,0.0
Total System Imbalance_lag1,0.031617157
Exchange_CH_AT_lag1,0.0
Exchange_AT_CH_lag1,0.003386066
Exchange_CH_DE_lag1,0.0
Exchange_DE_CH_lag1,0.033065934
Exchange_CH_FR_lag1,0.024929414
Exchange_FR_CH_lag1,0.006828575
Exchange_CH_IT_lag1,0.011350018
Exchange_IT_CH_lag1,0.0120146815
day_type_lag1,0.0
