rule,precision,recall,support
Price_negative_tertiary_lag1 <= -36.55999946594238 and Energy_negative_tertiary <= -8.25 and CH_intraday_price <= 26.75,1.0,0.46875,72
Energy_negative_secondary <= -0.5030000060796738 and Price_negative_tertiary_lag1 <= -36.55999946594238 and CH_intraday_price <= 26.75,1.0,0.46875,70
