,0
Price_negative_secondary_lag1,29.578657150268555
Forecast_transfer_capacities_dayahead_AT_CH_lag1,29.145986557006836
Forecast_transfer_capacities_dayahead_CH_AT_lag1,21.964710235595703
renewable_energy_lag1,19.55550765991211
Energy_negative_secondary,19.023740768432617
Cross_border_physical_flows_AT_CH,18.071197509765625
CH_intraday_price_lag1,17.387447357177734
Price_gas_lag1,16.960418701171875
CH_intraday_price,15.805035591125488
Imbalance netting export,13.073963165283203
Forecast_transfer_capacities_dayahead_DE_CH,10.949414253234863
Cross_border_physical_flows_CH_IT,10.649947166442871
Forecast_transfer_capacities_dayahead_AT_CH,10.532842636108398
Forecast_transfer_capacities_dayahead_FR_CH_lag1,10.465569496154785
CH_dayahead_price_lag1,10.165931701660156
Energy_positive_secondary_lag1,10.02821159362793
Cross_border_physical_flows_FR_CH_lag1,8.463858604431152
Exchange_DE_CH_lag1,8.1334228515625
Exchange_CH_AT_lag1,8.028828620910645
Total System Imbalance,7.8440470695495605
Exchange_AT_CH_lag1,7.674252033233643
Forecast_transfer_capacities_dayahead_DE_CH_lag1,7.587333679199219
Energy_positive_tertiary_lag1,7.5318145751953125
Cross_border_physical_flows_DE_CH,7.500286102294922
Exchange_CH_FR_lag1,7.390070915222168
Cross_border_physical_flows_AT_CH_lag1,7.293421268463135
Cross_border_physical_flows_FR_CH,7.196982383728027
CH_dayahead_price,7.096010684967041
Cross_border_physical_flows_CH_IT_lag1,6.821066379547119
Energy_positive_tertiary,6.641915321350098
FRCE p_lag1,6.560568332672119
Exchange_CH_IT,6.402167320251465
FRCE p,6.3194098472595215
Exchange_CH_DE_lag1,5.906756401062012
Imbalance netting import_lag1,5.862490177154541
renewable_energy,5.542582035064697
Total System Imbalance_lag1,5.458510875701904
Exchange_CH_DE,5.4456634521484375
Forecast_transfer_capacities_dayahead_CH_AT,5.3197021484375
Exchange_CH_FR,5.299459457397461
Exchange_IT_CH,5.236499786376953
Price_gas,5.180272579193115
Price_negative_tertiary_lag1,4.772461414337158
Cross_border_physical_flows_CH_AT_lag1,4.7390666007995605
Exchange_FR_CH,4.667946815490723
mFRR n_lag1,4.637872695922852
day_type,4.520303249359131
Energy_negative_secondary_lag1,4.5000505447387695
mFRR p,4.44057559967041
Energy_negative_tertiary,4.437948226928711
Forecast_transfer_capacities_dayahead_IT_CH_lag1,4.355658531188965
Exchange_AT_CH,4.341618537902832
Forecast_transfer_capacities_dayahead_CH_IT,4.3083672523498535
Cross_border_physical_flows_DE_CH_lag1,4.216945171356201
Exchange_DE_CH,3.7357068061828613
Forecast_transfer_capacities_dayahead_IT_CH,3.5348923206329346
Forecast_transfer_capacities_dayahead_CH_IT_lag1,3.363006114959717
Imbalance netting import,3.3452770709991455
aFRR n,3.260300397872925
aFRR p_lag1,3.185575485229492
Exchange_IT_CH_lag1,3.147899627685547
Forecast_transfer_capacities_dayahead_FR_CH,2.930372953414917
Imbalance netting export_lag1,2.7693428993225098
Exchange_CH_IT_lag1,2.669790506362915
Cross_border_physical_flows_CH_DE_lag1,2.5456182956695557
Energy_negative_tertiary_lag1,2.411823272705078
Price_positive_secondary_lag1,2.253217935562134
aFRR n_lag1,2.141437530517578
