rule,precision,recall,support
Energy_positive_secondary > 4.603500127792358 and Exchange_CH_IT <= 1267.904052734375 and Price_gas_lag1 > 30.800000190734863 and Energy_positive_secondary_lag1 <= 73.63150024414062 and CH_dayahead_price_lag1 > 143.0050048828125 and Forecast_transfer_capacities_dayahead_CH_FR_lag1 > 750.0 and CH_dayahead_price > 155.72000122070312 and CH_intraday_price > 156.91500091552734 and Total System Imbalance_lag1 <= 378.1645812988281,0.92,0.38493723849372385,2
Energy_positive_secondary > 6.509500026702881 and Imbalance netting export_lag1 > -163.1529541015625 and CH_intraday_price_lag1 > 138.38500213623047 and CH_dayahead_price > 162.19499969482422 and Exchange_AT_CH_lag1 > 7.950000047683716 and renewable_energy > 129.5,0.9345794392523364,0.3663003663003663,2
Forecast_transfer_capacities_dayahead_CH_FR > 750.0 and Energy_positive_secondary > 4.492500066757202 and Exchange_CH_IT <= 1254.3810424804688 and Price_positive_secondary_lag1 > 188.0999984741211 and Energy_positive_secondary_lag1 <= 73.63150024414062 and CH_intraday_price_lag1 > 138.4800033569336 and CH_dayahead_price > 162.1500015258789 and Total System Imbalance_lag1 <= 328.38262939453125 and Total System Imbalance_lag1 > -380.3965148925781,0.9509803921568627,0.3619402985074627,2
