,mean_abs_shap
Price_gas,0.03712953
Imbalance netting import,0.017159501
Imbalance netting export,0.0052903057
Energy_positive_secondary,1.7366205
Energy_negative_secondary,0.02277421
Energy_positive_tertiary,0.0025564092
Energy_negative_tertiary,0.0049274014
CH_dayahead_price,0.08426499
CH_intraday_price,0.088515244
renewable_energy,0.02083749
Cross_border_physical_flows_IT_CH,0.0
Cross_border_physical_flows_CH_IT,0.0
Cross_border_physical_flows_FR_CH,0.0
Cross_border_physical_flows_CH_FR,0.019611303
Cross_border_physical_flows_AT_CH,0.0
Cross_border_physical_flows_CH_AT,0.0
Cross_border_physical_flows_DE_CH,0.020810679
Cross_border_physical_flows_CH_DE,0.0
Forecast_transfer_capacities_dayahead_IT_CH,0.0
Forecast_transfer_capacities_dayahead_CH_IT,0.017345535
Forecast_transfer_capacities_dayahead_FR_CH,0.0
Forecast_transfer_capacities_dayahead_CH_FR,0.013056328
Forecast_transfer_capacities_dayahead_DE_CH,0.08612204
Forecast_transfer_capacities_dayahead_CH_DE,0.0
Forecast_transfer_capacities_dayahead_AT_CH,0.0
Forecast_transfer_capacities_dayahead_CH_AT,0.0
aFRR p,0.0
aFRR n,0.04016866
mFRR p,0.004694366
mFRR n,0.0
FRCE p,0.027107224
FRCE n,0.0
RR p,0.0
RR n,0.0
Total System Imbalance,0.01695095
Exchange_CH_AT,0.0
Exchange_AT_CH,0.0113276765
Exchange_CH_DE,0.0
Exchange_DE_CH,0.044804268
Exchange_CH_FR,0.0040194704
Exchange_FR_CH,0.0060637416
Exchange_CH_IT,0.0
Exchange_IT_CH,0.0
day_type,0.013464495
Price_positive_secondary_lag1,0.07896145
Price_negative_secondary_lag1,0.0046678437
Price_positive_tertiary_lag1,0.018392703
Price_negative_tertiary_lag1,0.010681558
Price_gas_lag1,0.0
Imbalance netting import_lag1,0.0
Imbalance netting export_lag1,0.008668013
Energy_positive_secondary_lag1,0.010011128
Energy_negative_secondary_lag1,0.0
Energy_positive_tertiary_lag1,0.005102906
Energy_negative_tertiary_lag1,0.0021034277
CH_dayahead_price_lag1,0.19073763
CH_intraday_price_lag1,0.029512253
renewable_energy_lag1,0.028526302
Cross_border_physical_flows_IT_CH_lag1,0.0
Cross_border_physical_flows_CH_IT_lag1,0.011721154
Cross_border_physical_flows_FR_CH_lag1,0.0
Cross_border_physical_flows_CH_FR_lag1,0.012614841
Cross_border_physical_flows_AT_CH_lag1,0.028459782
Cross_border_physical_flows_CH_AT_lag1,0.0
Cross_border_physical_flows_DE_CH_lag1,0.0
Cross_border_physical_flows_CH_DE_lag1,0.0
Forecast_transfer_capacities_dayahead_IT_CH_lag1,0.0
Forecast_transfer_capacities_dayahead_CH_IT_lag1,0.051509988
Forecast_transfer_capacities_dayahead_FR_CH_lag1,0.0
Forecast_transfer_capacities_dayahead_CH_FR_lag1,0.0
Forecast_transfer_capacities_dayahead_DE_CH_lag1,0.0
Forecast_transfer_capacities_dayahead_CH_DE_lag1,0.0
Forecast_transfer_capacities_dayahead_AT_CH_lag1,0.0
Forecast_transfer_capacities_dayahead_CH_AT_lag1,0.0
aFRR p_lag1,0.0
aFRR n_lag1,0.021684578
mFRR p_lag1,0.0
mFRR n_lag1,0.013259439
FRCE p_lag1,0.012211182
FRCE n_lag1,0.01588151
RR p_lag1,0.0
RR n_lag1,0.0
Total System Imbalance_lag1,0.0
Exchange_CH_AT_lag1,0.0
Exchange_AT_CH_lag1,0.02279336
Exchange_CH_DE_lag1,0.0
Exchange_DE_CH_lag1,0.0415626
Exchange_CH_FR_lag1,0.0
Exchange_FR_CH_lag1,0.0
Exchange_CH_IT_lag1,0.01888758
Exchange_IT_CH_lag1,0.012480949
day_type_lag1,0.0
