,mean_abs_shap
Price_gas,0.0
Imbalance netting import,0.045937236
Imbalance netting export,0.014705367
Energy_positive_secondary,0.044351164
Energy_negative_secondary,0.8285106
Energy_positive_tertiary,0.021376958
Energy_negative_tertiary,0.06364938
CH_dayahead_price,0.049831647
CH_intraday_price,0.30482095
renewable_energy,0.0139663
Cross_border_physical_flows_IT_CH,0.0
Cross_border_physical_flows_CH_IT,0.010370417
Cross_border_physical_flows_FR_CH,0.035683073
Cross_border_physical_flows_CH_FR,0.0
Cross_border_physical_flows_AT_CH,0.0
Cross_border_physical_flows_CH_AT,0.0022178811
Cross_border_physical_flows_DE_CH,0.088270284
Cross_border_physical_flows_CH_DE,0.0
Forecast_transfer_capacities_dayahead_IT_CH,0.0
Forecast_transfer_capacities_dayahead_CH_IT,0.06493157
Forecast_transfer_capacities_dayahead_FR_CH,0.0
Forecast_transfer_capacities_dayahead_CH_FR,0.0
Forecast_transfer_capacities_dayahead_DE_CH,0.0
Forecast_transfer_capacities_dayahead_CH_DE,0.0
Forecast_transfer_capacities_dayahead_AT_CH,0.0
Forecast_transfer_capacities_dayahead_CH_AT,0.0
aFRR p,0.0
aFRR n,0.0
mFRR p,0.012039905
mFRR n,0.01103801
FRCE p,0.0750857
FRCE n,0.0
RR p,0.0
RR n,0.0
Total System Imbalance,0.0
Exchange_CH_AT,0.006814999
Exchange_AT_CH,0.0
Exchange_CH_DE,0.1139562
Exchange_DE_CH,0.0
Exchange_CH_FR,0.0
Exchange_FR_CH,0.0
Exchange_CH_IT,0.004097227
Exchange_IT_CH,0.048128918
day_type,0.0
Price_positive_secondary_lag1,0.012787061
Price_negative_secondary_lag1,0.13513456
Price_positive_tertiary_lag1,0.0
Price_negative_tertiary_lag1,0.03176311
Price_gas_lag1,0.0
Imbalance netting import_lag1,0.0
Imbalance netting export_lag1,0.05889125
Energy_positive_secondary_lag1,0.07652663
Energy_negative_secondary_lag1,0.026897987
Energy_positive_tertiary_lag1,0.0
Energy_negative_tertiary_lag1,0.008681394
CH_dayahead_price_lag1,0.05891281
CH_intraday_price_lag1,0.29438996
renewable_energy_lag1,0.010041739
Cross_border_physical_flows_IT_CH_lag1,0.0
Cross_border_physical_flows_CH_IT_lag1,0.03696049
Cross_border_physical_flows_FR_CH_lag1,0.0
Cross_border_physical_flows_CH_FR_lag1,0.0
Cross_border_physical_flows_AT_CH_lag1,0.05249316
Cross_border_physical_flows_CH_AT_lag1,0.0
Cross_border_physical_flows_DE_CH_lag1,0.02746427
Cross_border_physical_flows_CH_DE_lag1,0.11577251
Forecast_transfer_capacities_dayahead_IT_CH_lag1,0.0
Forecast_transfer_capacities_dayahead_CH_IT_lag1,0.0
Forecast_transfer_capacities_dayahead_FR_CH_lag1,0.0
Forecast_transfer_capacities_dayahead_CH_FR_lag1,0.0
Forecast_transfer_capacities_dayahead_DE_CH_lag1,0.0
Forecast_transfer_capacities_dayahead_CH_DE_lag1,0.0
Forecast_transfer_capacities_dayahead_AT_CH_lag1,0.0
Forecast_transfer_capacities_dayahead_CH_AT_lag1,0.008024435
aFRR p_lag1,0.0
aFRR n_lag1,0.0
mFRR p_lag1,0.0
mFRR n_lag1,0.0014622404
FRCE p_lag1,0.024762705
FRCE n_lag1,0.0
RR p_lag1,0.0
RR n_lag1,0.0
Total System Imbalance_lag1,0.0
Exchange_CH_AT_lag1,0.0
Exchange_AT_CH_lag1,0.0
Exchange_CH_DE_lag1,0.10090373
Exchange_DE_CH_lag1,0.0
Exchange_CH_FR_lag1,0.0030343558
Exchange_FR_CH_lag1,0.017180827
Exchange_CH_IT_lag1,0.03607752
Exchange_IT_CH_lag1,0.033995837
day_type_lag1,0.0
