,mean_abs_shap
Price_gas,0.0
Imbalance netting import,0.031989433
Imbalance netting export,0.0
Energy_positive_secondary,0.4605484
Energy_negative_secondary,0.024618331
Energy_positive_tertiary,0.0
Energy_negative_tertiary,0.023009539
CH_dayahead_price,0.088176236
CH_intraday_price,0.17818692
renewable_energy,0.0
Cross_border_physical_flows_IT_CH,0.0
Cross_border_physical_flows_CH_IT,0.0
Cross_border_physical_flows_FR_CH,0.0
Cross_border_physical_flows_CH_FR,0.0
Cross_border_physical_flows_AT_CH,0.0
Cross_border_physical_flows_CH_AT,0.0
Cross_border_physical_flows_DE_CH,0.0
Cross_border_physical_flows_CH_DE,0.033245735
Forecast_transfer_capacities_dayahead_IT_CH,0.0
Forecast_transfer_capacities_dayahead_CH_IT,0.0
Forecast_transfer_capacities_dayahead_FR_CH,0.2822681
Forecast_transfer_capacities_dayahead_CH_FR,0.0
Forecast_transfer_capacities_dayahead_DE_CH,0.0
Forecast_transfer_capacities_dayahead_CH_DE,0.0
Forecast_transfer_capacities_dayahead_AT_CH,0.0
Forecast_transfer_capacities_dayahead_CH_AT,0.0
aFRR p,0.0
aFRR n,0.0
mFRR p,0.1486359
mFRR n,0.020428328
FRCE p,0.027966555
FRCE n,0.011898102
RR p,0.0
RR n,0.0
Total System Imbalance,0.0
Exchange_CH_AT,0.04789515
Exchange_AT_CH,0.0
Exchange_CH_DE,0.03683237
Exchange_DE_CH,0.0
Exchange_CH_FR,0.0
Exchange_FR_CH,0.078242764
Exchange_CH_IT,0.04392191
Exchange_IT_CH,0.02609552
day_type,0.0
Price_positive_secondary_lag1,0.47660995
Price_negative_secondary_lag1,0.0
Price_positive_tertiary_lag1,0.0
Price_negative_tertiary_lag1,0.0
Price_gas_lag1,0.16273187
Imbalance netting import_lag1,0.0
Imbalance netting export_lag1,0.0
Energy_positive_secondary_lag1,0.011114083
Energy_negative_secondary_lag1,0.049195386
Energy_positive_tertiary_lag1,0.027451834
Energy_negative_tertiary_lag1,0.0
CH_dayahead_price_lag1,0.043871753
CH_intraday_price_lag1,0.04473153
renewable_energy_lag1,0.018339558
Cross_border_physical_flows_IT_CH_lag1,0.0
Cross_border_physical_flows_CH_IT_lag1,0.022457764
Cross_border_physical_flows_FR_CH_lag1,0.02750911
Cross_border_physical_flows_CH_FR_lag1,0.0
Cross_border_physical_flows_AT_CH_lag1,0.0
Cross_border_physical_flows_CH_AT_lag1,0.0056806286
Cross_border_physical_flows_DE_CH_lag1,0.013289097
Cross_border_physical_flows_CH_DE_lag1,0.0
Forecast_transfer_capacities_dayahead_IT_CH_lag1,0.0
Forecast_transfer_capacities_dayahead_CH_IT_lag1,0.0
Forecast_transfer_capacities_dayahead_FR_CH_lag1,0.0
Forecast_transfer_capacities_dayahead_CH_FR_lag1,0.0
Forecast_transfer_capacities_dayahead_DE_CH_lag1,0.0
Forecast_transfer_capacities_dayahead_CH_DE_lag1,0.010618986
Forecast_transfer_capacities_dayahead_AT_CH_lag1,0.0
Forecast_transfer_capacities_dayahead_CH_AT_lag1,0.03219759
aFRR p_lag1,0.019044265
aFRR n_lag1,0.0
mFRR p_lag1,0.0
mFRR n_lag1,0.0
FRCE p_lag1,0.004734358
FRCE n_lag1,0.013102142
RR p_lag1,0.0
RR n_lag1,0.0
Total System Imbalance_lag1,0.04602372
Exchange_CH_AT_lag1,0.0
Exchange_AT_CH_lag1,0.0
Exchange_CH_DE_lag1,0.024724526
Exchange_DE_CH_lag1,0.0
Exchange_CH_FR_lag1,0.0
Exchange_FR_CH_lag1,0.024003066
Exchange_CH_IT_lag1,0.013717407
Exchange_IT_CH_lag1,0.16135046
day_type_lag1,0.0
