rule,precision,recall,support
Price_positive_tertiary_lag1 > 157.87999725341797 and Energy_positive_tertiary > 62.03750038146973 and Energy_negative_secondary_lag1 > -27.53250026702881 and renewable_energy <= 636.0,1.0,0.33858267716535434,300
Cross_border_physical_flows_DE_CH <= 161.5 and Price_positive_tertiary_lag1 > 155.0695037841797 and Energy_positive_tertiary <= 62.03750038146973 and Energy_positive_tertiary > 1.274999976158142 and CH_dayahead_price_lag1 > 145.22000122070312,1.0,0.12598425196850394,80
