rule,precision,recall,support
Energy_negative_secondary <= -0.007000000216066837 and Energy_negative_secondary > -4.200000047683716 and Price_negative_secondary_lag1 > 148.56999969482422 and renewable_energy_lag1 <= 238.5,1.0,0.25,350
Cross_border_physical_flows_FR_CH <= 4127.0 and Energy_negative_secondary <= -42.13549995422363 and Price_negative_secondary_lag1 <= 148.56999969482422 and Forecast_transfer_capacities_dayahead_CH_IT_lag1 <= 4523.0 and Exchange_CH_IT_lag1 <= 832.6365051269531,1.0,0.1875,14
Energy_negative_secondary <= -42.13549995422363 and Price_negative_secondary_lag1 <= 148.56999969482422 and mFRR n_lag1 > -175.0 and FRCE p_lag1 <= 26.314841270446777 and Exchange_CH_IT_lag1 <= 832.6365051269531,1.0,0.1875,24
