rule,precision,recall,support
Cross_border_physical_flows_CH_FR <= 555.0 and Total System Imbalance > -83.01435470581055 and Energy_negative_secondary <= -30.91349983215332 and Price_negative_secondary_lag1 <= 20.63499927520752 and Energy_positive_tertiary <= 134.625 and Forecast_transfer_capacities_dayahead_CH_AT_lag1 > 425.0 and mFRR p_lag1 <= 90.5 and Exchange_FR_CH_lag1 > 122.10049819946289 and renewable_energy > 221.0,0.9285714285714286,0.17567567567567569,2
Forecast_transfer_capacities_dayahead_CH_IT <= 4729.5 and Forecast_transfer_capacities_dayahead_CH_AT > 425.0 and Energy_negative_secondary <= -30.53350067138672 and Price_negative_secondary_lag1 <= 20.63499927520752 and Forecast_transfer_capacities_dayahead_CH_DE_lag1 > 3925.0 and Exchange_DE_CH_lag1 > 62.85000038146973 and Exchange_FR_CH_lag1 > 95.42649841308594 and renewable_energy > 213.0,0.7096774193548387,0.16541353383458646,2
Forecast_transfer_capacities_dayahead_CH_AT > 425.0 and Total System Imbalance > -67.47028541564941 and Exchange_CH_DE > 7.712000131607056 and Energy_negative_secondary <= -39.65749931335449 and Exchange_FR_CH > 180.0345001220703 and Exchange_CH_FR_lag1 <= 81.96049880981445,0.75,0.1568627450980392,2
